model_name,provider,release_date,model_version,model_type,open_source,license_type,context_window_k,training_cutoff,multimodal,supported_languages,api_available,mmlu_score,humaneval_score,math_score,gpqa_score,arena_elo,gsm8k_score,hellaswag_score,arc_challenge_score,truthfulqa_score,winogrande_score,cost_input_per_1m_usd,cost_output_per_1m_usd,reasoning_model,fine_tuned_variant,base_model,parameter_tier,benchmark_completeness,benchmark_source,notes,parameters_b,model_tier,memory_footprint_gb,release_year,release_quarter,is_target_company
LLaMA 3.3 70B Instruct,Meta,2024-12-06,v3.3,LLM,Yes,Llama 3.3,128.0,2024-06,No,multilingual,Yes,86.2,87.1,69.9,,,96.0,89.1,89.5,52.9,83.0,,,No,Yes,LLaMA 3.3,Large,91,Meta (Dec 2024),Near 405B perf at 70B size,70.0,research,38.0,2024,2024Q4,True
Phi-4,Microsoft,2024-12-12,v4.0,LLM,Yes,MIT,16.0,2024-06,No,multilingual,Yes,84.8,82.6,80.4,,,95.3,88.3,88.7,51.7,81.1,,,No,No,,Medium,82,Microsoft (Dec 2024) Phi-4 technical report,STEM-focused; beat larger models on math,14.0,research,8.0,2024,2024Q4,False
DeepSeek R1 Distill Llama 70B,DeepSeek,2025-01-20,v1.0,Reasoning,Yes,DeepSeek,128.0,2024-10,No,"en,zh",Yes,79.5,79.3,94.5,,,94.8,89.0,88.0,,82.0,,,Yes,Yes,DeepSeek R1,Large,64,DeepSeek R1 paper,70B Llama backbone distill,70.0,research,40.0,2025,2025Q1,False
DeepSeek R1 Distill Qwen 14B,DeepSeek,2025-01-20,v1.0,Reasoning,Yes,DeepSeek,128.0,2024-10,No,"en,zh",Yes,69.5,69.5,93.9,,,94.1,85.1,79.3,,78.1,,,Yes,Yes,DeepSeek R1,Medium,64,DeepSeek R1 paper,14B distill,14.0,research,8.0,2025,2025Q1,False
DeepSeek R1 Distill Qwen 32B,DeepSeek,2025-01-20,v1.0,Reasoning,Yes,DeepSeek,128.0,2024-10,No,"en,zh",Yes,72.8,72.6,94.5,,,94.7,87.0,83.8,,79.9,,,Yes,Yes,DeepSeek R1,Large,64,DeepSeek R1 paper,32B distill,32.0,research,18.0,2025,2025Q1,False
DeepSeek R1 Distill Qwen 7B,DeepSeek,2025-01-20,v1.0,Reasoning,Yes,DeepSeek,128.0,2024-10,No,"en,zh",Yes,55.8,55.7,82.7,,,91.3,79.3,72.7,,73.8,,,Yes,Yes,DeepSeek R1,Small,64,DeepSeek R1 paper,7B distill; strong math,7.0,research,4.0,2025,2025Q1,False
Gemma 3 27B,Google,2025-03-12,v3.0,Multimodal,Yes,Gemma,128.0,2024-10,Yes,multilingual,No,79.1,74.1,77.6,,,93.0,84.8,84.8,49.1,80.2,,,No,No,,Large,82,Google (Mar 2025),,27.0,research,15.0,2025,2025Q1,True
Phi-4 Reasoning,Microsoft,2025-04-01,v4.0,Reasoning,Yes,MIT,16.0,2024-06,No,multilingual,Yes,85.7,85.3,88.2,,,97.0,88.9,89.4,54.3,82.3,,,Yes,Yes,Phi-4,Medium,82,Microsoft (Apr 2025),Reasoning fine-tune of Phi-4,14.0,research,8.0,2025,2025Q2,False
Qwen3 32B,Alibaba,2025-04-28,v3.0,LLM,Yes,Apache-2.0,128.0,2024-12,No,multilingual,Yes,83.9,92.7,89.2,,,95.6,88.3,89.4,,82.5,,,Yes,No,,Large,73,Alibaba Qwen3,,32.0,research,18.0,2025,2025Q2,False
Nous-70B-ties,meta-math,2023-01-04,v1.0,LLM,Yes,varies,128.0,2022-11-04,No,"en,multilingual",No,87.7,82.4,,,,,90.1,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,True
Medusa-70B-dpo,mistralai-community,2023-01-24,v1.0,LLM,Yes,varies,8.0,2022-11-24,No,"en,multilingual",No,84.4,83.7,,,,,88.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
Tulu-70B-franken,NousResearch,2023-01-28,v1.0,LLM,Yes,varies,8.0,2022-11-28,No,"en,multilingual",No,86.8,86.7,,,,,88.9,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
Airoboros-70B-dare,NousResearch,2023-02-04,v1.0,LLM,Yes,varies,8.0,2022-12-04,No,"en,multilingual",No,83.1,84.4,,,,,87.6,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
InfinityInstruct-70B-franken,mistralai-community,2023-02-04,v1.0,LLM,Yes,varies,128.0,2022-12-04,No,"en,multilingual",No,87.0,81.2,,,,,89.1,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
WizardMath-70B-ties,FPHam,2023-02-09,v1.0,LLM,Yes,varies,8.0,2022-12-09,No,"en,multilingual",No,86.2,83.9,,,,,88.4,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
Meridian-70B-lora,HuggingFaceH4,2023-03-14,v1.0,LLM,Yes,varies,128.0,2023-01-14,No,"en,multilingual",No,86.3,85.1,,,,,88.7,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; lora method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
Hermes-70B-ties,mistralai-community,2023-03-19,v1.0,LLM,Yes,varies,8.0,2023-01-19,No,"en,multilingual",No,82.9,83.5,,,,,88.7,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,False
Nous-70B-slerp,meta-math,2023-03-24,v1.0,LLM,Yes,varies,8.0,2023-01-24,No,"en,multilingual",No,86.7,83.7,,,,,89.4,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; slerp method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q1,True
Axiom-70B-linear,cognitivecomputations,2023-05-04,v1.0,LLM,Yes,varies,128.0,2023-03-04,No,"en,multilingual",No,89.2,82.9,,,,,90.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q2,False
Speechless-70B-passthrough,meta-math,2023-05-09,v1.0,LLM,Yes,varies,8.0,2023-03-09,No,"en,multilingual",No,84.6,81.5,,,,,88.2,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q2,True
Vertex-70B-ties,unsloth,2023-05-14,v1.0,LLM,Yes,varies,128.0,2023-03-14,No,"en,multilingual",No,88.5,83.1,,,,,90.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q2,False
Capybara-70B-passthrough,unsloth,2023-05-19,v1.0,LLM,Yes,varies,8.0,2023-03-19,No,"en,multilingual",No,85.3,85.3,,,,,89.1,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q2,False
Guanaco-70B-ties,defog,2023-06-09,v1.0,LLM,Yes,varies,8.0,2023-04-09,No,"en,multilingual",No,86.5,84.8,,,,,88.2,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q2,False
SuperHOT-70B-passthrough,garage-bAInd,2023-06-09,v1.0,LLM,Yes,varies,8.0,2023-04-09,No,"en,multilingual",No,84.2,86.5,,,,,89.1,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q2,False
EvolInstruct-7B-dare,FPHam,2023-06-14,v1.0,LLM,Yes,varies,128.0,2023-04-14,No,"en,multilingual",No,78.4,88.6,,,,,,,,,,,No,Yes,Qwen 2.5 7B,Small,66,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of Qwen 2.5 7B; dare method. Flagged community_finetune.,7.0,finetunes,4.0,2023,2023Q2,False
Linhope-70B-dare,WizardLM,2023-07-09,v1.0,LLM,Yes,varies,128.0,2023-05-09,No,"en,multilingual",No,86.2,85.4,,,,,89.1,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Hermes-70B-linear,NousResearch,2023-07-19,v1.0,LLM,Yes,varies,128.0,2023-05-19,No,"en,multilingual",No,89.6,82.4,,,,,88.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Baize-70B-franken,defog,2023-07-24,v1.0,LLM,Yes,varies,8.0,2023-05-24,No,"en,multilingual",No,84.1,85.5,,,,,88.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Meridian-70B-franken,Gryphe,2023-08-09,v1.0,LLM,Yes,varies,128.0,2023-06-09,No,"en,multilingual",No,89.0,85.7,,,,,90.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
OpenHermes-70B-ties,HuggingFaceH4,2023-08-09,v1.0,LLM,Yes,varies,128.0,2023-06-09,No,"en,multilingual",No,89.5,81.4,,,,,88.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Synthia-70B-rlhf,unsloth,2023-08-09,v1.0,LLM,Yes,varies,128.0,2023-06-09,No,"en,multilingual",No,87.9,85.2,,,,,89.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
SciTulu-70B-dare,teknium,2023-08-14,v1.0,LLM,Yes,varies,128.0,2023-06-14,No,"en,multilingual",No,89.7,83.1,,,,,89.2,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Vicuna-FT-70B-dpo,defog,2023-08-28,v1.0,LLM,Yes,varies,128.0,2023-06-28,No,"en,multilingual",No,90.0,80.4,,,,,89.8,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Hermes-7B-dare,jondurbin,2023-09-04,v1.0,LLM,Yes,varies,128.0,2023-07-04,No,"en,multilingual",No,77.1,87.8,,,,,,,,,,,No,Yes,Qwen 2.5 7B,Small,66,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of Qwen 2.5 7B; dare method. Flagged community_finetune.,7.0,finetunes,4.0,2023,2023Q3,False
OpenOrca-70B-rlhf,allenai,2023-09-09,v1.0,LLM,Yes,varies,128.0,2023-07-09,No,"en,multilingual",No,86.7,85.7,,,,,89.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Minotaur-70B-rlhf,HuggingFaceH4,2023-09-14,v1.0,LLM,Yes,varies,8.0,2023-07-14,No,"en,multilingual",No,86.1,84.8,,,,,88.7,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
GPT4All-70B-dare,TIGER-Lab,2023-09-19,v1.0,LLM,Yes,varies,8.0,2023-07-19,No,"en,multilingual",No,85.2,81.9,,,,,89.1,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
CodeAlpaca-70B-sft,Open-Orca,2023-09-24,v1.0,LLM,Yes,varies,8.0,2023-07-24,No,"en,multilingual",No,84.3,81.9,,,,,88.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
OpenHermes-70B-sft,garage-bAInd,2023-09-28,v1.0,LLM,Yes,varies,128.0,2023-07-28,No,"en,multilingual",No,88.0,83.8,,,,,88.8,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q3,False
Samantha-7B-passthrough,FPHam,2023-09-28,v1.0,LLM,Yes,varies,128.0,2023-07-28,No,"en,multilingual",No,78.2,84.6,,,,,,,,,,,No,Yes,Qwen 2.5 7B,Small,66,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of Qwen 2.5 7B; passthrough method. Flagged community_finetune.,7.0,finetunes,4.0,2023,2023Q3,False
Hydra-70B-rlhf,cognitivecomputations,2023-10-19,v1.0,LLM,Yes,varies,8.0,2023-08-19,No,"en,multilingual",No,85.3,83.2,,,,,89.6,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
OpenOrca-70B-passthrough,TheBloke,2023-10-19,v1.0,LLM,Yes,varies,8.0,2023-08-19,No,"en,multilingual",No,86.5,83.1,,,,,88.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Solstice-70B-passthrough,bartowski,2023-10-19,v1.0,LLM,Yes,varies,8.0,2023-08-19,No,"en,multilingual",No,82.6,86.9,,,,,88.5,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Apex-70B-franken,WizardLM,2023-10-24,v1.0,LLM,Yes,varies,128.0,2023-08-24,No,"en,multilingual",No,89.3,83.2,,,,,88.9,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Lazarus-70B-ties,bartowski,2023-10-24,v1.0,LLM,Yes,varies,128.0,2023-08-24,No,"en,multilingual",No,88.6,83.7,,,,,88.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Vertex-70B-lora,togethercomputer,2023-11-04,v1.0,LLM,Yes,varies,8.0,2023-09-04,No,"en,multilingual",No,85.2,82.6,,,,,89.7,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; lora method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Solstice-70B-ties,Gryphe,2023-11-04,v1.0,LLM,Yes,varies,128.0,2023-09-04,No,"en,multilingual",No,89.1,85.0,,,,,88.4,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Alpagasus-7B-slerp,jondurbin,2023-11-14,v1.0,LLM,Yes,varies,128.0,2023-09-14,No,"en,multilingual",No,78.7,87.0,,,,,,,,,,,No,Yes,Qwen 2.5 7B,Small,66,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of Qwen 2.5 7B; slerp method. Flagged community_finetune.,7.0,finetunes,4.0,2023,2023Q4,False
Abel-70B-ties,NousResearch,2023-12-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,91.0,84.9,,,,,89.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Lazarus-70B-franken,togethercomputer,2023-12-24,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.2,80.3,,,,,89.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2023,2023Q4,False
Minotaur-70B-sft,bartowski,2024-01-28,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.8,85.7,,,,,88.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
CodeAlpaca-70B-franken,TIGER-Lab,2024-02-04,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,85.5,85.1,,,,,88.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
ReMM-70B-passthrough,mlabonne,2024-02-04,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.8,81.6,,,,,88.7,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Zenith-70B-slerp,allenai,2024-02-04,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,88.3,82.5,,,,,89.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; slerp method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Baize-70B-sft,allenai,2024-02-09,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.5,83.4,,,,,88.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Xwin-70B-dare,NousResearch,2024-03-04,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,84.6,81.8,,,,,88.7,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
GPT4All-70B-linear,bartowski,2024-03-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,90.0,82.0,,,,,89.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
OpenOrca-70B-ties,togethercomputer,2024-03-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,88.1,80.4,,,,,89.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Nexus-70B-ties,defog,2024-03-24,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.5,85.1,,,,,89.1,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Lazarus-70B-slerp,defog,2024-03-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.1,81.2,,,,,88.8,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; slerp method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Speechless-70B-sft,garage-bAInd,2024-03-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.4,81.3,,,,,89.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q1,False
Hermes-70B-sft,jondurbin,2024-04-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.9,83.3,,,,,90.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Morpheus-70B-slerp,jondurbin,2024-04-09,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.9,82.5,,,,,87.4,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; slerp method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Lazarus-70B-dpo,Open-Orca,2024-04-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,86.0,85.1,,,,,88.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Vortex-70B-dare,allenai,2024-04-19,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.5,85.2,,,,,88.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
SciTulu-70B-dpo,teknium,2024-05-04,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.1,85.2,,,,,87.9,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Catalyst-70B-linear,Gryphe,2024-05-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.1,85.3,,,,,89.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Notus-70B-ties,TheBloke,2024-05-14,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.2,85.1,,,,,87.6,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Titan-FT-70B-rlhf,garage-bAInd,2024-05-24,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,90.1,82.8,,,,,90.2,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Lazarus-70B-rlhf,meta-math,2024-05-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.9,84.4,,,,,88.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,True
WizardMath-70B-linear,mistralai-community,2024-06-04,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,86.0,82.7,,,,,90.1,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
EvolInstruct-70B-sft,cognitivecomputations,2024-06-04,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,85.9,85.2,,,,,89.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
